node_id,node_type,name,description,start_date,end_date,metadata
e57,Event,Occupation of Japan,1945–1952,,,"{""Status"": ""Military occupation"", ""Supreme Commander for the Allied Powers"": """", ""• 1945–1951"": ""Douglas MacArthur"", ""• 1951–1952"": ""Matthew Ridgway"", ""Emperor"": """", ""• 1945–1952"": ""Shōwa"", ""Prime Ministers"": """", ""• 1945"": ""Prince Naruhiko"", ""• 1945–1946"": ""Kijūrō Shidehara"", ""• 1946–1947"": ""Shigeru Yoshida"", ""• 1947–1948"": ""Tetsu Katayama"", ""• 1948"": ""Hitoshi Ashida"", ""• 1948-1952"": ""Shigeru Yoshida"", ""History"": """", ""•Emperor Hirohito announces surrender of Japan"": ""15 August 1945"", ""• Occupation begins"": ""28 August 1945"", ""•Official surrender ceremony in Tokyo Bay"": ""2 September 1945"", ""• Transfer of the administration ofTaiwanandPescadorestoChina"": ""25 October 1945"", ""•Constitutional amendment"": ""3 May 1947"", ""•South Korea"": ""15 August 1948"", ""•North Korea"": ""9 September 1948"", ""•Treaty of San Francisco"": ""28 April 1952""}"
e58,Event,Battle of Pusan Perimeter,Part of theKorean War,4 August – 18 September 1950(1 month and 2 weeks),,"{""Location"": ""Busan,South Korea"", ""Result"": ""United Nationsvictory""}"
e59,Event,Battle of Taegu,Part of theBattle of Pusan Perimeter,"August 5–20, 1950",,"{""Location"": ""Outskirts ofTaegu,South Korea35°58′N128°26′E﻿ / ﻿35.96°N 128.43°E﻿ /35.96; 128.43"", ""Result"": ""United Nations victory""}"
e60,Event,Battle of P'ohang-dong,Part of theBattle of Pusan Perimeter,5–20 August 1950,,"{""Location"": ""P'ohang-dong,South Korea"", ""Result"": ""United Nations victory""}"
e61,Event,Battle of Inchon,Part of theKorean War,10–19 September 1950(10–15 September –BombardmentsofWolmidoandInchon)(15–19 September – Inchon Landing),,"{""Location"": ""Inchon,South Koreaand theYellow Sea"", ""Result"": ""United NationsvictoryBeginning of theNorth Koreanwithdrawal fromSouth KoreaStart of theUN offensive into North Korea""}"
e62,Event,Pusan Perimeter offensive,Part of theKorean War,16–22 September 1950,,"{""Location"": ""Pusan,South Korea"", ""Result"": ""United Nationsvictory""}"
e63,Event,Second Battle of Seoul,Part of theKorean War,20–28 September 1950,,"{""Location"": ""Seoul,South Korea"", ""Result"": ""United Nationsvictory""}"
e64,Event,"UN Offensive, 1950",Part of theCold Warand theKorean conflict,"25 June 1950 – 27 July 1953(3 years, 1 month and 2 days)",,"{""Location"": ""Korean Peninsula,Yellow Sea,Sea of Japan,Korea Strait,China–North Korea border"", ""Result"": ""Inconclusive"", ""Territorialchanges"": ""Korean Demilitarized ZoneestablishedNorth Korea gains the city ofKaesong, but loses a net total of 3,900 km2(1,506 sq mi), including the city ofSokcho, to South Korea[2]""}"
e65,Event,UN offensive into North Korea,Part of theKorean War,"30 September – 25 November 1950(1 month, 3 weeks and 5 days)",,"{""Location"": ""North Korea"", ""Result"": ""United NationsvictoryChinese intervention""}"
e66,Event,Second Phase Offensive,Part of theKorean War,25 November – 24 December 1950[1],,"{""Location"": ""North Korea"", ""Result"": ""Chinese victory"", ""Territorialchanges"": ""Expulsion of UN forces from North Korea""}"
e67,Event,"UN Offensive, 1951",,,,{}
e68,Event,Battle of the Ch'ongch'on River,Part of theKorean War,"November 25 – December 2, 1950[1]",,"{""Location"": ""Ch'ongch'on River,North Korea39°42′N125°53′E﻿ / ﻿39.700°N 125.883°E﻿ /39.700; 125.883﻿ (Kunu-ri)"", ""Result"": ""Chinese victory[2]"", ""Territorialchanges"": ""South Korean and UN forces withdraw/retreat toSeoulandInchon, KPA regains control of all areas north of the38th Parallel[3]""}"
e69,Event,Battle of Chosin Reservoir,Part of theSecond Phase Offensiveof theKorean War,27 November – 13 December 1950,,"{""Location"": ""Chosin Reservoir, in present-dayChangjin County,South Hamgyong Province,North Korea40°29′N127°12′E﻿ / ﻿40.483°N 127.200°E﻿ /40.483; 127.200﻿ (Jangjin Reservoir)"", ""Result"": ""SeeAftermath"", ""Territorialchanges"": ""Chinese forces recover northeastern Korea; UN withdraw to and evacuate from Hungnam.""}"
e70,Event,UN retreat from North Korea,Part of theKorean War,2–24 December 1950,,"{""Location"": ""North Korea"", ""Result"": ""SuccessfulUNwithdrawalUNcompletely withdraws from North Korean territory"", ""Territorialchanges"": ""Chinese and North Korean forces retake all Korean territory north of 38th Parallel.""}"
e71,Event,Hungnam evacuation,Part of theKorean War,15–24 December 1950,,"{""Location"": ""South ofHamhung,Hamhung,North Korea"", ""Result"": ""SuccessfulUnited Nationswithdrawal""}"
e72,Event,Third Battle of Seoul,Part of theKorean War,31 December 1950 – 7 January 1951(1 week),,"{""Location"": ""Seoul, South Korea"", ""Result"": ""DPRK/Chinese victory""}"
e73,Event,Operation Thunderbolt (1951),Part of theKorean War,25 January – 11 February 1951,,"{""Location"": ""Han River, South Korea"", ""Result"": ""United Nations victory""}"
e74,Event,Operation Roundup (1951),Part of theKorean War,5–11 February 1951,,"{""Location"": ""Korean Peninsula"", ""Result"": ""United Nationsvictory""}"
e75,Event,Battle of Hoengsong,Part of theKorean War,11–13 February 1951,,"{""Location"": ""Hoengseong,South Korea37°29′24″N127°59′17″E﻿ / ﻿37.490°N 127.988°E﻿ /37.490; 127.988"", ""Result"": ""Chinese victory[1][2]""}"
e76,Event,Third Battle of Wonju,Part of theKorean War,13–18 February 1951,,"{""Location"": ""Wonju, South Korea"", ""Result"": ""United Nations victory""}"
e77,Event,Operation Killer,Part of theKorean War,20 February – 6 March 1951,,"{""Location"": ""Korea"", ""Result"": ""UN victory""}"
e78,Event,Operation Ripper,Part of theKorean War,7–23 March 1951,,"{""Location"": ""South Korea37°52′N127°44′E﻿ / ﻿37.867°N 127.733°E﻿ /37.867; 127.733"", ""Result"": ""United Nations and South Korea victory"", ""Territorialchanges"": ""United Nations forces recapture Seoul""}"
e79,Event,Operation Courageous,Part of theKorean War,23–28 March 1951,,"{""Location"": ""BetweenHan RiverandImjin River"", ""Result"": ""United Nations victory""}"
e80,Event,Operation Rugged,Part of theKorean War,1–9 April 1951,,"{""Location"": ""Imjin RiverandHwach'on Reservoir"", ""Result"": ""UN victory""}"
e81,Event,Mexican Border Service,Obverse,,,"{""Type"": ""Service medal"", ""Awarded for"": ""National Guardtroops federalized for service againstMexico, but who did not qualify for theMexican Service Medal."", ""Country"": ""United States"", ""Presented by"": ""Secretary of War"", ""Status"": ""Obsolete"", ""Established"": ""July 9, 1918"", ""Total recipients"": ""41,000"", ""Next (higher)"": ""Mexican Service Medal"", ""Next (lower)"": ""World War I Victory Medal"", ""Related"": ""Texas Cavalry Medal""}"
e82,Event,Occupation of Nicaragua,Part of theBanana Wars,"August 4, 1912 – January 2, 1933(20 years, 4 months, 4 weeks and 1 day)First Occupation: August 4, 1912 – August 4, 1925(13 years)Second Occupation: May 7, 1926 – January 2, 1933(6 years, 7 months, 3 weeks and 5 days)",,"{""Location"": ""Nicaragua"", ""Result"": ""United Statesmilitary victoryLiberal Partypolitical victoryChange of regime in NicaraguaGreat Depressionmarks US withdrawal (1933)""}"
e83,Event,Operation Varsity,Part ofOperation Plunder,24-Mar-45,,"{""Location"": ""North ofWesel, Germany51°42′09″N06°36′09″E﻿ / ﻿51.70250°N 6.60250°E﻿ /51.70250; 6.60250"", ""Result"": ""Alliedvictory""}"
e84,Event,Battle of Chipyong-ni,Part of theKorean War,13–14 February 1951,,"{""Location"": ""Chipyong-ni,South Korea37°28′30″N127°38′13″E﻿ / ﻿37.475°N 127.637°E﻿ /37.475; 127.637"", ""Result"": ""United Nations victory[1]""}"
e85,Event,First and Second Battles of Wonju,Part of theKorean War,"December 31, 1950 – January 20, 1951",,"{""Location"": ""Wonju, South Korea37°21′09″N127°56′58″E﻿ / ﻿37.35250°N 127.94944°E﻿ /37.35250; 127.94944"", ""Result"": ""United Nations victory""}"
e86,Event,Fifth Phase Offensive,Part of theKorean War,22 April – 22 May 1951,,"{""Location"": ""near the38th Parallel,Korea"", ""Result"": ""United Nations victoryChinese forces fail to recaptureSeoulUN launchesa counteroffensivein May""}"
e87,Event,UN May–June 1951 counteroffensive,Part of theKorean War,20 May – 1 July 1951,,"{""Location"": ""Imjin RiverandHwach'on Reservoir"", ""Result"": ""UN partial victoryUN forces retake most territory lost in theChinese spring offensiveMilitary stalemate following offensive""}"
p11,Person,Woodrow Wilson,Wilson in 1914,"Thomas Woodrow Wilson(1856-12-28)December 28, 1856Staunton, Virginia, U.S.","February 3, 1924(1924-02-03)(aged 67)Washington, D.C., U.S.","{""Vice President"": ""Thomas R. Marshall"", ""Preceded by"": ""Francis Landey Patton"", ""Succeeded by"": ""John Grier Hibben"", ""Resting place"": ""Washington National Cathedral"", ""Political party"": ""Democratic"", ""Spouses"": ""Ellen Axson​​(m.1885; died1914)​Edith Bolling​(m.1915)​"", ""Children"": ""MargaretJessieEleanor"", ""Parent"": ""Joseph Ruggles Wilson(father)"", ""Alma mater"": ""College of New Jersey(AB)Johns Hopkins University(PhD)"", ""Occupation"": ""Academicpolitician"", ""Awards"": ""Nobel Peace Prize(1919)"", ""Signature"": """", ""Fields"": ""Political science"", ""Institutions"": ""Princeton UniversityJohns Hopkins University"", ""Thesis"": ""Congressional Government: A Study in American Politics(1886)""}"
p12,Person,John J. Pershing,"Pershing,c.1907–1916","(1860-09-13)September 13, 1860nearLaclede, Missouri, U.S.","July 15, 1948(1948-07-15)(aged 87)Washington, D.C., U.S.","{""Birth name"": ""John Joseph Pershing"", ""Nickname(s)"": ""\""Black Jack\"""", ""Buried"": ""Arlington National Cemetery"", ""Allegiance"": ""United States"", ""Branch"": ""United States Army"", ""Years of service"": ""1882–1924"", ""Rank"": ""General of the Armies"", ""Service number"": ""O-1"", ""Unit"": ""Cavalry Branch"", ""Commands"": ""8th Brigade[1][2]Mexican ExpeditionAmerican Expeditionary ForceFirst United States ArmyChief of Staff of the United States Army"", ""Battles / wars"": ""See listIndian WarsApache WarsSioux WarsSpanish–American WarBattle of San Juan HillPhilippine–American WarMoro RebellionSecond Battle of Bud DajoBattle of Bud BagsakRusso-Japanese War(observer)Border WarPancho Villa ExpeditionWorld War IGerman Spring OffensiveBattle of HamelBattle of Belleau WoodSecond Battle of the MarneBattle of Château-ThierrySecond Battle of SoissonsHundred Days OffensiveBattle of Saint-MihielMeuse-Argonne Offensive"", ""Awards"": ""Distinguished Service CrossDistinguished Service MedalSilver StarHonorary Knight Grand Cross of theOrder of the Bath(United Kingdom)Legion of Honour(France)Order of the Precious Brilliant Golden Grain(China)"", ""Spouse(s)"": ""Helen Frances Warren​​(m.1905; died 1915)​Micheline Resco​(m.1946)​"", ""Children"": ""4, with Helen"", ""Signature"": """"}"
p13,Person,Main Allied leaders,,,,{}
p14,Person,Joseph Stalin,Иосиф Сталинიოსებ სტალინი,"Ioseb Besarionis dze Jughashvili(1878-12-18)18 December 1878Gori, Russian Empire","5 March 1953(1953-03-05)(aged 74)Moscow, Soviet Union","{""Preceded by"": ""Office established"", ""Succeeded by"": ""Office abolished"", ""First Deputies"": ""Nikolai VoznesenskyVyacheslav MolotovNikolai Bulganin"", ""Premier"": ""Vladimir Lenin"", ""Resting place"": ""Lenin's Mausoleum(1953–1961)Kremlin Wall Necropolis(since 1961)"", ""Political party"": ""CPSU[c](from 1912)"", ""Other politicalaffiliations"": ""RSDLP(1898 – 1912;Bolshevikfaction from 1903)"", ""Spouses"": ""Ekaterine Svanidze​​(m.1906; died 1907)​Nadezhda Alliluyeva​​(m.1919; died 1932)​"", ""Children"": ""Yakov DzhugashviliVasily StalinArtyom Sergeyev(adopted)Svetlana Alliluyeva"", ""Parents"": ""Besarion JughashviliEkaterine Geladze"", ""Awards"": ""Full list"", ""Signature"": """", ""Nickname"": ""Koba"", ""Allegiance"": ""Russian SFSRSoviet Union"", ""Branch"": ""Red Army"", ""Years of service"": ""1918–1920"", ""Rank"": ""Generalissimo(from 1945)"", ""Commands"": ""Soviet Armed Forces(from 1941)""}"
p15,Person,Franklin D. Roosevelt,"Official campaign portrait, 1944","Franklin Delano Roosevelt(1882-01-30)January 30, 1882Hyde Park, New York, U.S.","April 12, 1945(1945-04-12)(aged 63)Warm Springs, Georgia, U.S.","{""Vice President"": ""John Nance Garner(1933–1941)Henry A. Wallace(1941–1945)Harry S. Truman(Jan–Apr 1945)"", ""Preceded by"": ""John F. Schlosser"", ""Succeeded by"": ""James E. Towner"", ""Lieutenant"": ""Herbert H. Lehman"", ""President"": ""Woodrow Wilson"", ""Resting place"": ""Springwood Estate"", ""Political party"": ""Democratic"", ""Spouse"": ""Eleanor Roosevelt​(m.1905)​"", ""Children"": ""6, includingAnna,James,Elliott,Franklin Jr.,John"", ""Parents"": ""James Roosevelt ISara Delano"", ""Relatives"": ""Roosevelt familyDelano family"", ""Education"": ""Harvard University(AB)Columbia University"", ""Signature"": """"}"
p16,Person,Winston Churchill,"The Roaring Lion, 1941","(1874-11-30)30 November 1874Blenheim, Oxfordshire, England","24 January 1965(1965-01-24)(aged 90)Hyde Park Gate, London, England","{""Monarchs"": ""George VIElizabeth II"", ""Deputy"": ""Clement Attlee (de facto; 1942–1945)"", ""Preceded by"": ""Walter Runciman"", ""Succeeded by"": ""John Albert Bright"", ""Monarch"": ""George VI"", ""Senior political offices"": ""Senior political officesFather of the House of CommonsIn office8 October 1959 – 25 September 1964Preceded byDavid GrenfellSucceeded byRab ButlerLeader of the OppositionIn office26 July 1945 – 26 October 1951Prime MinisterClement AttleePreceded byClement AttleeSucceeded byClement AttleeLeader of the Conservative PartyIn office9 October 1940 – 6 April 1955Preceded byNeville ChamberlainSucceeded byAnthony Eden"", ""Prime Minister"": ""H. H. Asquith"", ""Ministerial offices1939‍–‍1952"": ""Ministerial offices1939‍–‍1952Minister of DefenceIn office28 October 1951 – 1 March 1952Prime MinisterHimselfPreceded byManny ShinwellSucceeded byHarold AlexanderIn office10 May 1940 – 26 July 1945Prime MinisterHimselfPreceded byErnle Chatfield(Coordination of Defence)Succeeded byClement AttleeFirst Lord of the AdmiraltyIn office3 September 1939 – 11 May 1940Prime MinisterNeville ChamberlainPreceded byJames StanhopeSucceeded byA. V. Alexander"", ""Ministerial offices1908‍–‍1929"": ""Ministerial offices1908‍–‍1929Chancellor of the ExchequerIn office6 November 1924 – 4 June 1929Prime MinisterStanley BaldwinPreceded byPhilip SnowdenSucceeded byPhilip SnowdenSecretary of State for the ColoniesIn office13 February 1921 – 19 October 1922Prime MinisterDavid Lloyd GeorgePreceded byAlfred MilnerSucceeded byVictor CavendishSecretary of State for AirIn office10 January 1919 – 13 February 1921Prime MinisterDavid Lloyd GeorgePreceded byWilliam WeirSucceeded byFrederick GuestSecretary of State for WarIn office10 January 1919 – 13 February 1921Prime MinisterDavid Lloyd GeorgePreceded byThe Viscount MilnerSucceeded byLaming Worthington-EvansMinister of MunitionsIn office17 July 1917 – 10 January 1919Prime MinisterDavid Lloyd GeorgePreceded byChristopher AddisonSucceeded byAndrew WeirChancellor of the Duchy of LancasterIn office25 May – 25 November 1915(1915-05-25–1915-11-25)Prime MinisterH. H. AsquithPreceded byEdwin MontaguSucceeded byHerbert SamuelFirst Lord of the AdmiraltyIn office24 October 1911 – 25 May 1915Prime MinisterH. H. AsquithPreceded byReginald McKennaSucceeded byArthur BalfourHome SecretaryIn office19 February 1910 – 24 October 1911Prime MinisterH. H. AsquithPreceded byHerbert GladstoneSucceeded byReginald McKennaPresident of the Board of TradeIn office12 April 1908 – 14 February 1910Prime MinisterH. H. AsquithPreceded byDavid Lloyd GeorgeSucceeded bySydney Buxton"", ""Parliamentary offices"": ""Parliamentary officesMember of ParliamentforWoodfordIn office5 July 1945 – 25 September 1964Preceded byConstituency establishedSucceeded byConstituency abolishedMember of ParliamentforEppingIn office29 October 1924 – 15 June 1945Preceded byLeonard LyleSucceeded byLeah ManningMember of ParliamentforDundeeIn office9 May 1908 – 26 October 1922Serving withAlexander WilkiePreceded byEdmund RobertsonAlexander WilkieSucceeded byEdwin ScrymgeourE. D. MorelMember of ParliamentforManchester North WestIn office8 February 1906 – 12 April 1908Preceded byWilliam HouldsworthSucceeded byWilliam Joynson-HicksMember of ParliamentforOldhamIn office24 October 1900 – 8 February 1906Preceded byWalter RuncimanSucceeded byJohn Albert Bright"", ""Resting place"": ""St Martin's Church, Bladon, Oxfordshire"", ""Political party"": ""Conservative(1900–1904, 1924–1964)"", ""Other politicalaffiliations"": ""Liberal(1904–1924)Constitutionalist(1924)"", ""Spouse"": ""Clementine Hozier​(m.1908)​"", ""Children"": ""5, includingDiana,Randolph,SarahandMary"", ""Parents"": ""Lord Randolph ChurchillJeanette \""Jennie\"" Jerome"", ""Education"": ""Harrow SchoolRoyal Military College, Sandhurst"", ""Occupation"": ""Historianpainterpoliticianmilitary officerwriter"", ""Civilian awards"": ""Full list"", ""Signature"": """", ""Branch/service"": ""British ArmyTerritorial Army(from 1902)"", ""Years of service"": ""1893–1924"", ""Rank"": ""Colonel(Full list)"", ""Unit"": ""4th Queen's Own HussarsMalakand Field Force21st LancersSouth African Light HorseQueen's Own Oxfordshire HussarsGrenadier GuardsRoyal Scots Fusiliers"", ""Commands"": ""6th bn, Royal Scots Fusiliers"", ""Military awards"": ""Full list""}"
